titles,pubDates,guids,urls,description,destfile,wav,trans
Schnüffelprofis - was Nasenarbeit mit unseren Hunden macht,"Tue, 02 Nov 2021 19:21:11 +0000",5c75149c-8e61-4404-9a96-dcfec535aedb,https://traffic.libsyn.com/secure/lisastolzlechner/Schnffelprofi_Nasenarbeit_-_02.11.21_20.07.mp3?dest-id=1049825,"<p>#50 Schnüffeln fühlt sich für Hunde gut an. Es ist ihr Weg, die Welt zu erforschen. Was die Wissenschaft zum Schnüffeln sagt und was Nasenarbeit mit unseren Hunden macht klären wir heute in dieser Podcastfolge.</p> <p>Und damit herzlich Willkommen beim Welpen und Junghundepodcast. Ich bin Lisa Stolzlechner, Verhaltensbiologin und Trainerin, spezialisiert auf junge Hunde und artgerechte Beschäftigung.</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div> <p> </p>",mp3/5c75149c-8e61-4404-9a96-dcfec535aedb.mp3,wav/5c75149c-8e61-4404-9a96-dcfec535aedb.wav,trans/5c75149c-8e61-4404-9a96-dcfec535aedb.rds
Interview: Mein Leben mit einem Mops,"Wed, 22 Sep 2021 06:48:51 +0000",d0d9a9d5-b4f1-43dc-be8e-f31e39a44ff1,https://traffic.libsyn.com/secure/lisastolzlechner/Interview_InaHenriette_-_20.09.21_19.09.mp3?dest-id=1049825,"<p>#49 Wir sprechen über das Leben mit einem Mops. Über den Blick auf den Mops, über Krankheiten, Vorurteile, Anschuldigungen, Beleidigungen und darüber, was wir tun können, damit diese schweren gesundheitlichen Probleme ein Ende haben. Ich danke Ina für ihre Ehrlichkeit und Offenheit in diesem Gespräch. </p> <p>Wenn du sie auf Instagram besuchen möchtest, hier ist ihr Account: <a href= ""https://www.instagram.com/mops_aktivismus/"">https://www.instagram.com/mops_aktivismus/</a> </p> <p>Hier findest du mich auf Instagram: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a> </p>",mp3/d0d9a9d5-b4f1-43dc-be8e-f31e39a44ff1.mp3,wav/d0d9a9d5-b4f1-43dc-be8e-f31e39a44ff1.wav,trans/d0d9a9d5-b4f1-43dc-be8e-f31e39a44ff1.rds
"Probleme der Hundezucht - Wissen, Fokus, Vermittlung","Tue, 07 Sep 2021 13:52:30 +0000",58af659b-7c2a-4bb0-89ce-1c792edf35f7,https://traffic.libsyn.com/secure/lisastolzlechner/Probleme_der_Hundezucht_-_07.09.21_14.56.mp3?dest-id=1049825,"<p>#48 In dieser Podcastfolge werde ich auf die Probleme der Hundezucht eingehen. Ich spreche über fehlendes Wissen über Verpaarung und Aufzucht, über den Fokus auf dem äußerlichen Erscheinungsbild und die Vermittlung von Gebrauchshunderassen an Familien, ohne dass diesen klar ist, was auf sie zukommen kann. </p> <p>Viel Freude mit dieser Folge!</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Mini-Kurs Welpe ""Die Ankunft"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/ankunft-welpe"">https://kurse.lisastolzlechner.com/ankunft-welpe</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/58af659b-7c2a-4bb0-89ce-1c792edf35f7.mp3,wav/58af659b-7c2a-4bb0-89ce-1c792edf35f7.wav,trans/58af659b-7c2a-4bb0-89ce-1c792edf35f7.rds
Unsicherheit - Wohlbefinden von Welpen / jungen Hunden steigern,"Thu, 19 Aug 2021 12:35:47 +0000",70ff5572-56c9-4a26-87ae-3e8c6112936c,https://traffic.libsyn.com/secure/lisastolzlechner/Wohlbefinden_Podcast.mp3?dest-id=1049825,"<p>#47 Was ist Wohlbefinden und wie kann es gesteigert werden? Wir haben es in der Hand, die Erfahrungen unserer Hunde zu steuern und durch ausgewählte Erlebnisse die Selbst- und Umweltsicherheit und dadurch das Wohlbefinden zu steigern.Wohlbefinden ist die Qualität der Erfahrungen in Summe, die ein Individuum macht. Tiere mit hohem Wohlbefinden zeigen Persistenz (also Ausdauer und Widerstandsfähigkeit), Kreativität und Resilienz (emotionale Stabilität).<span class=""Apple-converted-space""> Wir sprechen heute darüber, was Wohlbefinden eigentlich ist und wie wir das Wohlbefinden bei unseren Welpen und jungen Hunden steigern können.</span></p> <p><span class=""Apple-converted-space"">Viel Freude mit dieser Folge!</span></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Mini-Kurs Welpe ""Die Ankunft"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/ankunft-welpe"">https://kurse.lisastolzlechner.com/ankunft-welpe</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div> <p>Link zum Buch: <a href= ""https://www.goodreads.com/book/show/42799812-empowerment-training""> https://www.goodreads.com/book/show/42799812-empowerment-training</a> </p>",mp3/70ff5572-56c9-4a26-87ae-3e8c6112936c.mp3,wav/70ff5572-56c9-4a26-87ae-3e8c6112936c.wav,trans/70ff5572-56c9-4a26-87ae-3e8c6112936c.rds
Interview: über Welpenmafia und Tierheimhunde,"Thu, 15 Jul 2021 05:21:23 +0000",c41d20f4-160d-4b9a-8048-6a5ef494a47c,https://traffic.libsyn.com/secure/lisastolzlechner/Interview_Elena_Podcast_Welpenmafia_-_13.07.21_15.09.mp3?dest-id=1049825,"<p>#46 Elena ist Tierheimleiterin des Tierheims Lübeck, 30 Jahre alt und setzt sich mit unglaublicher Power für Welpen aus illegalem Handel und Hunde ein, die „anders“ sind. Sie erzählt uns in diesem Interview von ihren Erfahrungen während der Pandemie, wie ihre Arbeit aussieht und was jeder von uns tun kann, um den illegalen Welpenhandel nicht weiter zu unterstützen.<span class= ""Apple-converted-space""> </span></p> <p><span class=""Apple-converted-space"">Du findest sie auf Instagram hier: <a href= ""https://www.instagram.com/andershunde/"">https://www.instagram.com/andershunde/</a> </span></p> <p><span class=""Apple-converted-space"">Ihren Blog hier: <a href= ""https://www.anders-hund.de"">https://www.anders-hund.de</a> </span></p> <p><span class=""Apple-converted-space"">Und das Tierheim Lübeck hier: <a href= ""http://www.tierschutz-luebeck.de"">http://www.tierschutz-luebeck.de</a> </span></p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Mini-Kurs Welpe ""Die Ankunft"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/ankunft-welpe"">https://kurse.lisastolzlechner.com/ankunft-welpe</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/c41d20f4-160d-4b9a-8048-6a5ef494a47c.mp3,wav/c41d20f4-160d-4b9a-8048-6a5ef494a47c.wav,trans/c41d20f4-160d-4b9a-8048-6a5ef494a47c.rds
Maulkorbtraining - ein früher Einstieg lohnt sich,"Thu, 01 Jul 2021 10:32:51 +0000",be80ae45-d65b-4d8a-b00b-9b2d758aba81,https://traffic.libsyn.com/secure/lisastolzlechner/Maulkorbtraining_Podcast_-_01.07.21_12.15.mp3?dest-id=1049825,"<p>#45 In dieser Folge spreche ich über die richtige Passform, über Gründe, warum Maulkorbtraining sinnvoll ist und wie man mit seinem Welpen oder Junghund mit dem Training starten kann. </p> <p>Weiteren Input (Bilder + Videos) findet ihr auf meinem Instagram Profil: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a> </p> <p>Viel Freude mit dieser Folge!</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/be80ae45-d65b-4d8a-b00b-9b2d758aba81.mp3,wav/be80ae45-d65b-4d8a-b00b-9b2d758aba81.wav,trans/be80ae45-d65b-4d8a-b00b-9b2d758aba81.rds
Unseriöses Vermehren und seine Folgen - 3 bewegende Geschichten,"Thu, 17 Jun 2021 18:16:25 +0000",0da928ed-de48-4180-91b0-d7e140153c6d,https://traffic.libsyn.com/secure/lisastolzlechner/Vermehrer_Podcast.mp3?dest-id=1049825,"<p>#44 In dieser Podcastfolge geht es um drei Welpen: Welpe Knut, Kira und Bobby. Knut und Kira wurden krank, teuer, ohne Papiere, Wurmkur und Impfpass übergeben, von vermeintlich verantwortungsbewussten Züchter*innen. Was diese Welpen und Welpenmenschen daraufhin durchmachen mussten, hört ihr in dieser Folge. Illegale Welpenhändler dürfen keine Abnehmer mehr finden. Helft mit und teilt diese Folge an Freunde und Bekannte, die sich für einen Welpen interessieren. </p> <p><a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a> </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/0da928ed-de48-4180-91b0-d7e140153c6d.mp3,wav/0da928ed-de48-4180-91b0-d7e140153c6d.wav,trans/0da928ed-de48-4180-91b0-d7e140153c6d.rds
Welpenmafia - was seit der Pandemie los ist,"Wed, 02 Jun 2021 20:28:10 +0000",f00aa06b-b7f4-4e6b-b0c8-e7226311b541,https://traffic.libsyn.com/secure/lisastolzlechner/Welpenmafia_Staffel2.mp3?dest-id=1049825,"<p>#43 Fabrikähnliche Welpenproduktion - in dieser Folge klären wir, was diese mafiöse Strukturen ausmacht, wie du sie entlarven kannst und was es rechtlich für Gesetze gibt, die den illegalen Handel eindämmen sollen. Wissen schützt vor diesen Strukturen. Leite diese Folge an alle Menschen weiter, die sich einen Welpen wünschen. </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/f00aa06b-b7f4-4e6b-b0c8-e7226311b541.mp3,wav/f00aa06b-b7f4-4e6b-b0c8-e7226311b541.wav,trans/f00aa06b-b7f4-4e6b-b0c8-e7226311b541.rds
In der Ruhe liegt die Kraft,"Sat, 27 Mar 2021 17:57:48 +0000",3db54550-a594-4fdc-aad2-bbafa8cd92d6,https://traffic.libsyn.com/secure/lisastolzlechner/Ruhepodcast_-_27.03.21.mp3?dest-id=1049825,"<p>#42 Hunde haben ein immenses Bedürfnis nach Ruhe, sie sind Tagdöser. Mit dieser Folge erinnere ich dich, dass du deinem Hund aktiv beibringen musst, dass er gut zur Ruhe kommt. Denn je motivierter und aktiver er ist, desto schwieriger fällt es ihm, in belebten Situationen zur Ruhe zu kommen. Viel Freude mit der Folge, am Ende gebe ich dir Tipps, wie du Ruhe in deinen Alltag integrieren kannst. </p> <p>Hier findest du mich auf Instagram: <a href= ""https://www.instagram.com/lisa.stolzlechner/"">https://www.instagram.com/lisa.stolzlechner/</a> </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/3db54550-a594-4fdc-aad2-bbafa8cd92d6.mp3,wav/3db54550-a594-4fdc-aad2-bbafa8cd92d6.wav,trans/3db54550-a594-4fdc-aad2-bbafa8cd92d6.rds
Rückruf - die 3 häufigsten Fehler im Training,"Wed, 24 Feb 2021 11:14:57 +0000",80925a70-88c5-4411-bbc4-cadaa1346db7,https://traffic.libsyn.com/secure/lisastolzlechner/Rckruf_-_3_Fehler.mp3?dest-id=1049825,"<p>#41 Dein Hund hört nicht? Vor allem nicht, wenn er abgelenkt ist? Vielleicht machst du einen der 3 Fehler, die ich dir in dieser Podcastfolge vorstellen möchte. Ein Rückruf kann Leben retten und ist deswegen sehr wichtig, dass er verlässlich (auch unter Ablenkung) funktioniert. Viel Freude mit dieser Folge!</p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Welpen-Vorbereitungskurs für 0€:</p> <p><a href= ""https://lisastolzlechner.com/ankunft-welpe/"">https://lisastolzlechner.com/ankunft-welpe/</a></p> <p> </p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/80925a70-88c5-4411-bbc4-cadaa1346db7.mp3,wav/80925a70-88c5-4411-bbc4-cadaa1346db7.wav,trans/80925a70-88c5-4411-bbc4-cadaa1346db7.rds
Welpenstudie - Einblicke in meine Masterarbeit,"Fri, 18 Dec 2020 11:48:53 +0000",960e433d-a415-46d2-9279-87fbe619c7e8,https://traffic.libsyn.com/secure/lisastolzlechner/Masterarbeit_-_17.12.20_18.46.mp3?dest-id=1049825,"<p>#40 Gestern hatte ich die Verteidigung meiner Masterarbeit und mein Studium der Verhaltens-, Neuro- und Kognitionsbiologie damit abgeschlossen. Ich durfte mit Dr. Stefanie Riemer eine Studie zum Thema Frühförderung bei Welpen durchführen und möchte euch in dieser Podcastfolge ein paar Einblicke dazu schaffen. </p> <p>Instagram: <a href= ""https://www.instagram.com/lisa.stolzlechner"">www.instagram.com/lisa.stolzlechner</a> </p> <p>_________________________</p> <p>Infos zu Teetektor®, dem digitalen Spurensuchkurs:</p> <p><a href= ""https://lisastolzlechner.com/teetektor/"">https://lisastolzlechner.com/teetektor/</a> </p> <p>Das digitale Welpenprogramm:</p> <p><a href= ""https://lisastolzlechner.com/welpentraining/"">https://lisastolzlechner.com/welpentraining/</a> </p> <p>Mini-Kurs Welpe ""Die Ankunft"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/ankunft-welpe"">https://kurse.lisastolzlechner.com/ankunft-welpe</a></p> <p>Mini-Kurs ""Der Beschäftigungs-Finder"" (0€):</p> <p><a href= ""https://kurse.lisastolzlechner.com/beschaeftigung-hund"">https://kurse.lisastolzlechner.com/beschaeftigung-hund</a> </p> <p>_________________________</p> <p>Lisa Stolzlechner MSc, <br class="""" /> <br class="""" /> Master of Science, Universität Wien (Verhaltens- & Kognitionsbiologie)<br class="""" /> Bachelor of Science, Universität Wien (Biologie / Zoologie)<br class="""" /> Akademisch geprüfte Kynologin, Veterinärmedizinische Universität Wien<br class="""" /> Tierschutzqualifizierte Hundetrainerin, Österreichisches Bundesministerium für Gesundheit <br class="""" /> <br class="""" /> Lisa Stolzlechner <br class="""" /> Trainerin für Welpen und Junghunde<br class="""" /> UID-Nummer: ATU77692739<br class="""" /> WhatsApp: +43 677 62703066</p> <div class="""">Mail: <a class="""" href= ""mailto:hallo@lisastolzlechner.com"">hallo@lisastolzlechner.com</a> </div> <div class="""">Website: <a class="""" href= ""http://www.lisastolzlechner.com/"">www.lisastolzlechner.com</a></div>",mp3/960e433d-a415-46d2-9279-87fbe619c7e8.mp3,wav/960e433d-a415-46d2-9279-87fbe619c7e8.wav,trans/960e433d-a415-46d2-9279-87fbe619c7e8.rds
